madde,anlam,lisan,telaffuz
perişan,"Dağınık, düzensiz, karmakarışık olan; berduş | Acınacak durumda ve zavallı olan",Farsça perīşān,peri:şan
perlitli,Özünde perlit bulunduran,,
permalı,Saçları perma olan,,
permasız,Saçları perma olmayan,,
pervaneli,Pervanesi olan,,
pervanesiz,Pervanesi olmayan,,
pervasız,"Çekinmez, sakınmaz, korkusuz (kimse); biperva | Çekinmeden, sakınmadan, korkmadan; biperva",,
pervazlı,Pervazı olan,,
pervazsız,Pervazı olmayan,,
pes,"Hafif, yavaş sesle söylenen; pest, tiz karşıtı",Farsça pest,
pespembe,"Her yanı pembe, çok pembe",,pe'spembe
pes sesli,Sesi pes olan,,
peşin ödemeli,Taşıma ücreti gönderici tarafından ödenen (gönderi),,
peşli,Peş (II) eklenerek genişletilmiş (giysi),,
peştamallı,Peştamalı olan,,
peştamalsız,Peştamalı olmayan,,
petrolojik,Petroloji ile ilgili [jeoloji],Fransızca pétrologique,l ince okunur
peyda,"Belli, açık; peydah",Farsça peydā,peyda:
peygambervari,Peygamber gibi,Farsça peyġam-ber-vārī,peygamberva:ri
peynirsi,"Peyniri andıran, peynire benzeyen, peynir gibi; peynirimsi",,
peynirsiz,"İçine peynir konulmamış, peyniri olmayan",,
pıllım pıllım,Köhne ve eskimiş,,
pırasa bıyıklı,"Uzun, gür bıyıklı (kimse)",,
pırıltılı,"Pırıltı ve parlak olan | Süslü, özentili",,
pırıl pırıl,"Çok parlak, çok ışıklı | Çok temiz, tertemiz | Çok yeni | Parlak bir biçimde; yıldır yıldır | Birikimli, eksiği olmayan, geleceği parlak",,
pırlantalı,Pırlantası olan,,
pırlantasız,Pırlantası olmayan,,
pırnakıl,"Herhangi bir yerde yoğun olarak, çok fazla bulunan | Yoğun biçimde, çok fazla olarak",Ermenice,
pırtlak,"Pırtlamış, dışarı fırlamış | Kabuğundan kolayca dışarı çıkabilen",,
pısırık,"Tutuk, sünepe, aşırı çekingen, yüreksiz ve beceriksiz (kimse); ezik, girgin karşıtı",,
pıyrım pıyrım,"Çok eskimiş, çok yıpranmış",,
pideli,"Pidesi olan, pideyle yapılan",,
pilavlık,Pilav yapmaya elverişli,,
pileli,"Pilesi olan; kırmalı, plili, plise",,
pilesiz,Pilesi olmayan; plisiz,,
pilili,"Pilisi olan, kırmalı, pilise",,
pilise,Pilili,Fransızca plissé,
pilisiz,Pilisi olmayan,,
pilli,"Pili olan, pille çalışan",,
pimpirik,"Gereksiz yere titizlik gösteren | Çok yaşlı ve güçsüz (kimse) | Harap, bozuk, virane",,
pimpirikli,Gereksiz yere titizlik gösteren,,
pinçik pinçik,"Küçük küçük, ufak ufak durumda olan | Parçalanmış, küçük parçalara ayrılmış biçimde",,
pinhan,"Gizli, saklı, gizlenmiş",Farsça pinhān,
pinpon,"Yaşlı, çökmüş",,
pipolu,Piposu olan,,
piposuz,Piposu olmayan | Piposu olmadan,,
piramidal,Piramit biçiminde olan [matematik] | Piramitle ilgili,Fransızca pyramidal,l ince okunur
piramitli,Piramit biçiminde olan,,
piramitsi,"Piramide benzeyen, piramidi andıran; piramidimsi",,
pireli,"Pire bulunan | Her şeyden bir anlam çıkaran, kuşkulu, işkilli, vesveseli olan",,
pirinçli,İçinde pirinç bulunan,,
pirinçsi,"Pirinci andıran, pirince benzeyen, pirinç gibi",,
pirinçsiz,İçinde pirinç olmayan,,
pirzolalık,Pirzola yapmaya elverişli,,
pis,"Kendinde pislik olan veya pislenmiş olan | Beğenilmeyecek durumda olan, kötü, zararlı | Çirkin, sevimsiz olan | İçinden çıkılması çok güç, karışık",,
pisboğaz,Eline geçeni zamansız ve ayırt etmeden yiyen (kimse),,pi'sboğaz
pistonlu,Pistonu olan,,
pişirimlik,Pişirilecek kadar olan,,
pişkin,"Gereğince pişmiş | Çabuk pişen; pişeğen, pişek | Saygısızca davranarak işini yürüten",,
pişkince,Biraz pişkin | (pişki'nce) Pişkine yakışır bir biçimde,,
pişman,Yaptığı bir işin veya davranışın olumsuz sonucunu görerek üzülen; nadim,Farsça peşīmān,
piyangolu,"Şanslı, talihli kimse",,
plajiyoklazlı,Plajiyoklaz içeren,,
plakalı,Üzerinde plaka bulunan,,
plakasız,Plakası olmayan,,
planlı,"Belirli bir plana göre yapılan, yürütülen, düzenlenen | Önceden belirlenerek yapılan, ölçülü, hesaplı",,
planörlü,Planörü olan,,
plansız,Belirli bir planı olmayan,,
plansız programsız,"Düzensiz, belli bir yönteme bağlı kalmayan | Düzensiz, belli bir yönteme bağlı kalmaksızın",,
platinimsi,"Platini andıran, platine benzeyen, platin gibi; platinsi | Platin renginde, gümüş renginde olan",,
Platoncu,Platonculuk yanlısı olan [felsefe],,
platonik,"Gerçekte var olmayan, karşılığı bulunmayan, hayalde yaşatılan, hep öyle kalması istenilen (aşk, sevgi ve ilgi); eflatuni",Fransızca platonique,l ince okunur
plütonik,Yerin derinliklerinde yer alan ve pütürlü yapıda olan,Fransızca plutonique,
poetik,Bir şairin sanat anlayışının açıklandığı metin,Fransızca poétique,
pog,Gür ve uzun (bıyık),,
polar,"Kutba ait, kutupla ilgili",İngilizce polar,l ince okunur
polifonik,"Çok seslilikle ilgili, çok sesliliğe ilişkin [müzik]",Fransızca polyphonique,
polimer,Aynı yapıda iki veya daha fazla molekülün birbirine eklenmesiyle meydana gelen (madde) [kimya],Fransızca polymère,
polisiye,"Konusu polisin ilgilendiği alanlarda olan (olay, roman, film vb.)",Fransızca policier,
politik,"Belli bir hedefe ulaşabilmek için uzlaşmayı, iyi geçinmeyi amaçlayan",Fransızca politique,
politize,"""Politikaya bulaştırmak"" anlamındaki politize etmek, ""politikaya bulaşmak"" anlamındaki politize olmak birleşik fiilinde geçen bir söz",Fransızca politisé,
ponponlu,Ponponu bulunan,,
ponponsuz,Ponponu bulunmayan,,
popüler,"Halkın arasında yaşayan motiflere, ögelere yer veren, onlardan yararlanan, halkın zevkine uygun, halk tarafından tutulan | Herkesçe tanınan, bilinen",Fransızca populaire,
popülist,Popülizm taraftarı olan (kimse); halkçı | Popülizmle ilgili,Fransızca populiste,
pornocu,Porno ile uğraşan (kimse),,
pornografik,Porno ile ilgili olan,Fransızca pornographique,
portakalımsı,"Portakalı andıran, portakala benzeyen, portakal gibi; portakalsı",,
portatif,"Kolay taşınabilen, katlanarak taşınabilir duruma getirilebilen; seyyar | Sökülüp başka yerde kurulma imkânı bulunan",Fransızca portatif,
pos,Gür ve uzun (bıyık),,
pos,Gür ve uzun (bıyık),,
posalı,Posası olan,,
posasız,Posası olmayan,,
postlu,Postu olan,,
postmodern,Postmodernizm yanlısı | Postmodernizme ait olan,Fransızca postmoderne,
postmodernist,Postmodernizm yanlısı olan | Postmodernizme ait olan,Fransızca postmoderniste,
postsuz,Postu olmayan,,
pos bıyıklı,Pos bıyığı olan,,
poşulu,Poşusu olan,,
poşusuz,Poşusu olmayan,,
potalı,Potası olan,,
potuk,Kırmalı ve geniş,,
poturlu,Potur giymiş olan,,
pozitif ayrımcı,Pozitif ayrımcılık yapan [toplum bilimi],,
pörsük,"Gevşeyip sarkmış, yıpranmış; porsuk (III)",,
pötikareli,Üzerinde küçük kareler bulunan,,
pragmacı,Pragmacılığı kendine öğreti olarak kabul eden; pragmatist [felsefe],,
prangalı,Prangaya vurulmuş,,
prangasız,Prangası olmayan,,
pratik zekâlı,Pratik zekâsı olan (kimse),,
pratisyen,Mesleğinde uzmanlık belgesi almamış olan (kimse); düz hekim,Fransızca praticien,
prefabrik,Parçaları önceden hazırlanıp birleştirilerek oluşturulan; kurma,Fransızca préfabriqué,
prehistorik,Tarih öncesine ilişkin veya bu dönemden kalma,Fransızca préhistorique,
presbit,Presbitliğe uğramış (göz veya kimse),Fransızca presbyte,
prese,"Presle sıkıştırılmış, sıkılmış olan",Fransızca pressé,
prezantabl,"Sunulabilir durumda olan | Derli toplu, düzenli | Olumlu özellikleri bir arada bulunduran",Fransızca présentable,
prezante,"""Tanıtmak"" anlamındaki prezante etmek birleşik fiilinde geçen bir söz",Fransızca présenté,
prizmatik,Prizma ile ilgili | Prizma biçiminde olan,Fransızca prismatique,
profan,"Dinle ilgisi olmayan, din dışı",Fransızca profane,
profesyonel,"Bir işi kazanç sağlamak amacıyla yapan (kimse), amatör karşıtı | Ustalaşmış, uzmanlaşmış",Fransızca professionnel,
programlı,"Belli bir programı olan | Programa bağlanmış, belli bir programa göre düzenlenmiş",,
programsız,"Belli bir programı olmayan | Programa bağlanmamış, belli bir programa göre düzenlenmemiş",,
proktolojik,Proktolji ile ilgili,Fransızca proctologie,l ince okunur
promosyonlu,Promosyon ihtiva eden | Özendirmek amacıyla yapılan,,
promosyonsuz,Promosyonu olmayan,,
prostelalı,Önlüğü olan,,
proteinli,Proteini olan,,
proteinsiz,Proteini olmayan,,
protestolu,Protesto yapılan | Protesto çekilen (senet vb.),,
protestosuz,Protesto yapılmayan,,
provalı,Provası yapılmış olan veya bulunan | Prova yapılarak,,
provasız,Provası yapılmamış olan veya bulunmayan | Prova yapılmaksızın,,
provizyonsuz,"Bankada karşılığı olmayan, karşılıksız (çek) | Bankada karşılığı bulunup bulunmadığı kontrol edilmeden",,
provoke,"""Kışkırtmak"" anlamındaki provoke etmek birleşik fiilinde geçen bir söz",Fransızca provoqué,
prozodik,Prozodi ile ilgili,Fransızca prosodique,
psikanalitik,Psikanalizle ilgili,Fransızca psychanaltique,
psikolojik,Psikolojiyle ilgili; ruh bilimsel,Fransızca psychologique,l ince okunur
psikopatolojik,Psikopatoloji ile ilgili [tıp],Fransızca psycopathologique,l ince okunur
psikososyal,"Zihin ve davranış üzerindeki soysal, kültürel ve çevresel etkilerin kesişimi ve etkileşimi olan [ruh bilimi]",Fransızca psychosocial,"psi'kososyal, l ince okunur"
psişik,"Başka birinin düşündüklerini veya uzakta geçen bir olayı hiçbir bağlantı olmadan algılama, geleceği görme gibi doğaüstü yeteneklere sahip",Fransızca psychique,
puanlı,Üzerinde puan bulunan | Puanı olan,,
puanlık,Puan değerinde olan,,
puansız,Üzerinde puan bulunmayan | Puanı olmayan,,
puantiye,"Noktalı, benekli (kumaş)",Fransızca pointillé,
puantiyeli,"Noktalı, benekli (kumaş)",,
pudralı,"Pudra sürülmüş olan (yüz, cilt)",,
pullu,Üzerine pul yapıştırılmış | Üzerine pul işlenmiş | Pulu olan,,
pulsu,"Pula benzeyen, pul gibi olan",,
pulsuz,Pulu olmayan,,
puluç,Cinsel gücü olmayan (erkek),,
pul biberli,İçerisine pul biber eklenmiş,,
puntolu,Herhangi bir büyüklükte puntosu olan,,
pusatlı,Pusatı olan | Zırh giymiş,,
puslu,"Puslanmış, pusarık, hafif sisli | Üzerinde pus bulunan",,
pussuz,Pusu (I) olmayan,,
pusulalı,Pusulası olan,,
pusulasız,Pusulası olmayan,,
putperest,Puta tapan,Farsça butperest,
putrelli,Putreli olan,,
pürçekli,Pürçeği olan,,
pürçeksiz,Pürçeği olmayan,,
pürçüklü,Pürçeği olan,,
pürçüksüz,Pürçeği olmayan,,
pürdikkat,Çok dikkatli | Dikkatli bir biçimde,Farsça pur + Arapça diḳḳat,pü'rdikkat
püriten,Kutsal kitapları yeniden ve değişik bir anlayışla okumaya özen gösteren,Fransızca puritain,
pürsıhhat,"Sıhhatli, sağlıklı",Farsça pur + Arapça ṣiḥḥat,pü'rsıhhat
pürtelaş,Telaşlı olarak,Farsça pur + Arapça telāş,"pü'rtelaş, l ince okunur"
pürtüklü,Pürtüğü olan,,
pürtüksüz,Pürtüğü olmayan,,
pürtük pürtük,Üzerinde pürtükler bulunan,,
pürüzlü,"Pürüzü olan | Boğuk ve bozuk (ses); çatallı | Karışık, güç (durum, iş); kılçıklı",,
pürüzsüz,"Pürüzü olmayan | Düzgün (ses) | Karışık olmayan (durum, iş); kılçıksız | Hatasız, takılmadan",,
püsküllü,"Püskülü olan, püskül takılmış olan",,
püskülsüz,Püskülü olmayan,,
püskürme benli,Bir arada irili ufaklı benleri olan,,
püskürük,Yanardağın püskürmesiyle ortaya çıkan [jeoloji],,
püsürlü,Püsürü olan; pürüzlü,,
püsürsüz,Püsürü olmayan; pürüzsüz,,
pütürlü,"Pütürü olan; pürüzlü, pürtüklü",,
pütürsüz,Pütürü olmayan,,
pütür pütür,Üzerinde pek çok pütür bulunan | Sertleşip çatlamış,,
rabbani,"Allah ile ilgili, Allah'a bağlı, ilahi, Allah'tan gelen [din bilimi] | Kalbini ve fikrini Allah'a bağlamış ve sadece onunla meşgul olan",Arapça rabbānī,rabba:ni:
rabıtalı,"Sözünü bilen, tutarlı, ağırbaşlı",,
rabıtasız,"Düzensiz, birbirini tutmaz | Ağırbaşlı olmayan, tutarsız | Birbirine bağlı veya tutarlı olmadan",,
raci,"Geri dönen | Dokunan, ilgilendiren, dayanan",Arapça rāciʿ,ra:ci:
radyasyonlu,İçinde radyasyon bulunan,,
radyasyonsuz,İçinde radyasyon bulunmayan,,
radyoaktif,"Alfa, beta veya gama ışınlarını yayma özelliği olan; ışın etkin [fizik]",Fransızca radioactive,ra'dyoaktif
radyobiyolojik,Radyobiyoloji ile ilgili [biyoloji],Fransızca radiobiologique,"ra'dyobiyolojik, l ince okunur"
radyoelektriksel,Radyoelektriğe ilişkin,,ra'dyoelektriksel
radyofonik,"Radyo ile ilgili, radyo ile yayımlanan",Fransızca radiophonique,ra'dyofonik
radyolojik,Radyoloji ile ilgili,Fransızca radiologique,l ince okunur
radyometrik,Radyometri ile ilgili [fizik],Fransızca radiométrique,ra'dyometrik
rafadan,Kaynar suda kabuğu ile az pişirilmiş (yumurta),,
rafine,"Kristalleştirme, damıtma gibi ayırma yöntemleriyle istenmeyen maddelerden arındırılmış (yağ, petrol vb.) | Hassas, duygulu, nazik, ince, seçkin",Fransızca raffiné,
raflı,Rafı olan,,
rafsız,Rafı olmayan,,
rağbetli,"İstek gören, rağbet gören, rağbet edilen",,
rağbetsiz,"İsteksiz, gönülsüz, rağbet etmeyen | İstenilmeyen, rağbet edilmeyen",,
rahatsız,"Rahatı olmayan, tedirgin, huzursuz | Rahat kullanılmayan, sıkıntı, tedirginlik veren",,
rahman,"Herkese, her canlıya merhamet eden (Tanrı) [din bilimi]",Arapça raḥmān,
rahîm,"Koruyan, acıyan, merhamet eden (Tanrı) | Koruyarak, acıyarak, merhamet ederek",Arapça raḥīm,rahi:m
rakamlı,"Rakamı olan, içinde rakam bulunan",,
rakamsız,Rakamı olmayan,,
rakik,"İnce, narin | Merhametli, yufka yürekli",Arapça raḳīḳ,
rakipsiz,"Daha üstünü, daha iyisi bulunamayan (kimse veya şey)",,
rakit,Durgun (su),Arapça rākid,ra:kit
rakkaslı,Sarkacı olan,,
ram,"Boyun eğen, kendini başkasının buyruğuna bırakan",Farsça rām,ra:m
ramazanlık,Ramazan için ayrılmış (yiyecek),,
rampalı,Yokuşu olan,,
randevulu,Randevusu bulunan | Randevu alarak,,
randevusuz,Randevusu olmayan | Randevu almadan,,
randımansız,Randımanı olmayan,,
rantabl,"Gelir getiren, kâr sağlayan; verimli, getirimli [ekonomi]",Fransızca rentable,
raporlu,"Raporu olan | Hastalandığı için rapor alarak işinden geçici bir süre ayrılmış olan | Ruh sağlığının bozuk olduğunu bildiren raporu olan, kaçık",,
raporsuz,Raporu olmayan,,
rastgele,"(ra'stgele) Seçmeden, iyisini kötüsünü ayırmadan; gelişigüzel, lalettayin",,ra'stgele
rastıklı,Rastık sürülmüş olan (kaş veya saç),,
rastlantısal,Rastlantı ile ilgili; tesadüfi,,
rasyonel,"Akla uygun, aklın kurallarına dayanan; ölçülü, ussal, hesaplı",Fransızca rationnel,
raşitik,Raşitizm hastalığına yakalanmış (çocuk),Fransızca rachitique,
rate,"Yaşlı, verimsiz, geçimsiz (kimse)",Fransızca raté,
rayihalı,Güzel kokulu,,
raylı,Rayı bulunan | Ray üzerinde hareket eden,,
raysız,Rayı bulunmayan | Ray sistemi bulunmayan veya ray sistemine bağlı olmayan,,
razı,"Uygun bulan, benimseyen, isteyen, kabul eden",Arapça rāżī,ra:zı
reçellik,Reçel yapmaya uygun veya reçel yapmak için ayrılmış olan (meyve),,
reçeteli,Reçete karşılığında satılan (ilaç),,
reçetesiz,Reçete aranmaksızın satılan (ilaç),,
reçineli,Özünde reçine bulunduran,,
redingotlu,Redingot giymiş olan,,
rehberli,Rehberi olan,,
rehbersiz,Rehberi olmayan,,
remzî,"Remiz ile, işaretle ilgili",Arapça remzį,remzi:
rencide,"İncinmiş, kalbi kırılmış",Farsça rencīde,
rendeli,"Rendesi olan, rendelenmiş",,
rendesiz,"Rendesi olmayan, rendelenmemiş",,
rengârenk,"Çeşitli renkleri olan, renk renk",Farsça rengāreng,re'ngâ:renk
renksemez,Beyaz ışığı çözümlemeden veren; akromatik [fizik] | Hücrede boyayı kabul etmeyen [biyoloji],,
renkser,Renklerle ilgili olan; kromatik [fizik],,
renksiz,Rengi olmayan | Solgun görünen | Davranış ve düşünce yönünden belli bir niteliği olmayan,,
resimli,İçinde resimler bulunan; musavver,,
resimsi,"Resmi andıran, resme benzeyen, resim gibi | Durumu ve görünüşü resim konusu olmaya değer (görünüş); pitoresk",,
resmî,"Devletin olan, devlete ait, devletle ilgili, özel karşıtı | Devletin öngördüğü yöntemlere uygun olarak yapılan; formel | Samimi olmayan; teklifli",Arapça resmī,resmi:
restore,"""Eski ve değerli bir yapıyı onarıp eski durumuna getirmek"" anlamındaki restore etmek birleşik fiilinde geçen bir söz [mimarlık]",Fransızca restauré,
revaçta,"Gözde, tutulan, rağbet edilen",,
revaklı,Revak bulunan,,
revaksız,Revak bulunmayan,,
revan,"Giden, yürüyen",Farsça revān,
revnaklı,"Revnakı olan, renkli, popüler, göz alıcı olan",,
reye,Çubuklu çizgileri olan (kumaş),Fransızca rayé,
rezil,"Utanılacak, ayıp şeyler yapan (kimse)",Arapça reẕīl,
rezilce,Rezil bir nitelikte olan | (rezi'lce) Rezil bir biçimde; rezilcesine,,
riayetkâr,"Uyan, saygı gösteren, riayet eden",Arapça riʿāyet + Farsça -kār,ria:yetkâr
riayetsiz,"Saygısız, kaba olan | Saygısızca, kabaca davranarak",,
ricacı,Bir kimseden başka biri adına ricada bulunan (kimse),,
rijit,"Sert, katı (davranış) | Kuvvet veya moment etkisi altında şekil değiştirmeyen, formunu koruyan",Fransızca rigidité,
rikkatli,"Nazik, kibar, ince",,
rimelli,Rimel sürülmüş (kirpik),,
rimelsiz,Rimel sürülmemiş (kirpik),,
rintçe,"Rinde yakışan; rindane | (ri'ntçe) Rint gibi, rinde yakışır bir biçimde; rindane",,
riskli,Riski olan,,
risksiz,Riski olmayan,,
ritimli,"Düzenli aralıklarla tekrarlanan; dizemli, tartımlı, ritmik",,
ritimsiz,"Dizemi olmayan; dizemsiz, tartımsız",,
riyasız,"Olduğu gibi görünen, ikiyüzlü davranmayan | İki yüzlü davranmadan",,
rizikolu,Rizikosu olan,,
rizikosuz,Rizikosu olmayan,,
robalı,Robası olan,,
romanesk,"Roman özelliği olan | Romanla ilgili olan | Duygusal, düşçü",Fransızca romanesque,
romansı,"Romanı andıran, romana benzeyen, roman gibi; romanımsı",,
romatizmalı,Romatizması olan,,
romatizmasız,Romatizması olmayan,,
rostoluk,Rosto yapmaya elverişli (et),,
röfleli,Değişik tonlarda boyanmış (saç),,
rötuşlu,"Rötuş yapılmış, düzeltilmiş",,
rötuşsuz,"Rötuş yapılmamış, düzeltilmemiş",,
rubaimsi,"Rubaiyi andıran, rubaiye benzeyen, rubai gibi",,
ruhçu,"Ruhçuluk öğretisini benimseyen (kimse); tinselci, ispritizmacı, spiritüalist [felsefe] | Ruhçulukla uğraşan (kimse); tinselci, ispritizmacı, spiritüalist",,
ruhlu,"Görünüşü veya ruhsal durumu herhangi bir nitelikte olan | Canlı, etkili",,
ruhötesi,"Ruhlarla ilişki kurma, gelecekten haber verme gibi ruh biliminin kapsamına girmeyen ve onun dışında incelenen olayları kapsayan (alan); metapsişik [ruh bilimi]",,
ruhsal,"Maddeyle ilgisi olmayan, ruhla ilgili olan; ruhi, tinsel, spiritüel | Ruh bilimi ile ilgili; psikolojik | Bir grubun veya bir bireyin davranış, düşünce ve duygulanma biçimleriyle ilgili; psikolojik",,
ruhsatlı,"Yapılması, kullanılması vb. için gerekli izni olan, ruhsatı olan",,
ruhsatsız,"Yapılması, kullanılması vb. için gerekli izni olmayan, ruhsatı olmayan | İzin almadan",,
ruhsuz,"Cansız, güçsüz, etkisiz, miskin",,
ruh ikizi,"Düşündükleri, hissettikleri birbirinin aynı olan (kimse)",,
rujlu,Ruj sürülmüş,,
rujsuz,Ruj sürülmemiş,,
rulmanlı,Rulmanı bulunan,,
rulmansız,Rulmanı bulunmayan,,
Rumi,"Anadolu ile ilgili, Anadolu'ya bağlı, Anadolu'da yaşayan [tarih] | Bizans İmparatorluğu'na ve bu imparatorluğun egemenliği altındaki kimselere ilişkin",Arapça rūmī,ru:mi:
rumuzlu,"Rumuzu olan, rumuzla anlatılan",,
runik,Run harfleriyle yazılmış,Fransızca runique,
rutubetsiz,Nemi olmayan,,
rüküş,Gülünç bir biçimde giyinip süslenen (kadın),Arapça ruḳşe,
rüsva,"Ayıplanacak durumda olan, rezil",Farsça rusvā,
rütbeli,Rütbesi olan,,
rütbesiz,Rütbesi olmayan,,
rüzgârlı,"Rüzgâr alan, rüzgâra açık; yelli",,
rüzgârsız,"Rüzgârı olmayan, rüzgâr tutmayan, yel esmeyen",,
saatli,"Saati olan, saati bulunan",,
saatlik,Belli bir saat süresince yapılan veya olan,,
sabahki,"Sabaha özgü, sabah olan, sabah yapılan",,
sabıkalı,Sabıkası olan,,
sabıkasız,Sabıkası olmayan; temiz,,
sabırlı,"Sabır gösteren, katlanan, sabreden",,
sabırsız,"Sabır göstermeyen, sabrı olmayan",,
sabit,"Yerinden oynamayan, yerini değiştirmeyen; durağan | Gerçekliği tespit edilmiş, kanıtlanmış olan | Değişmeyen, hep aynı kalan, önceden ayarlanmış",Arapça s̱ābit,sa:bit
sabitkadem,"Süreklilik gösteren | Sözüne sadık, sözünü tutan ve yerine getiren",Arapça s̱ābit + ḳadem,sa:bitkadem
sabunköpüğü,"Gelip geçici, önemsiz",,sabu'nköpüğü
sabunlu,İçinde sabun eritilmiş | Sabun sürülmüş fakat durulanmamış,,
sabunsuz,İçinde sabun bulunmayan | Sabun sürülmeden,,
sabur,Çok sabırlı,Arapça ṣabūr,
saçaklı,Saçağı olan,,
saçık,"Saçılmış, serpilmiş",,
saçlı,Saçı olan,,
saçlı sakallı,Yaşlanmış (kimse),,
saçmacı,Saçma sapan söz söyleyen,,
saçsız,Saçı olmayan,,
sadakatli,Dostluğu ve bağlılığı içten olan; sadık,,
sadakatsiz,Sadık olmayan,,
sadaklı,Sadağı olan,,
sade,"Şeker katılmamış (kahve); şekersiz | (sa:'de) Yalnızca, yalnız, ancak, sadece | İçine bir şey katılmamış olarak | Süsü, gözterişi olmadan, yalın biçimde, gösterişsiz olarak | Yalın, süssüz, anlaşılır olan (üslup, anlatım) [edebiyat]",Farsça sāde,sa:de
sadık,"Doğru, gerçek",Arapça ṣādiḳ,sa:dık
sadik,Sadistlik özelliği olan [ruh bilimi],Fransızca sadique,
sadist,"Başkalarına acı çektirerek cinsel doyum sağlayan (kimse); elezer, sadik [ruh bilimi] | Başkalarına acı çektirmekten zevk duyan (kimse); elezer, sadik",Fransızca sadiste,
saf,"İçine başka şeyler karışmamış olan; katışıksız, doğal, halis, has, öz (II), som (I) | Etrafında olup bitenleri anlayamayan, kurnazlığa aklı ermeyen, zekâ ve kavrayıştan yoksun olduğu için kolay kandırılabilen (kimse); avanak, bön, safderun, safdil | İyi niyetli, art niyetsiz",Arapça ṣāf,
safça,"Biraz saf; safdilli | (sa’fça) Saf bir biçimde; avanakça, avanakçasına bönce, böncesine, safçasına, safiyane",,
safi,"Katıksız, duru, temiz olan | (sa:'fi) Yalnız olarak, yalnız, sadece",Arapça ṣāfī,sa:fi:
safkan,Irkının katışıksız özelliklerini taşıyan (at),,
safralı,Safrası olan,,
safrasız,Safra konulmamış,,
safsatacı,"Boş, temelsiz, asılsız konuşan (kimse)",,
saftirik,"Kolayca aldatılabilecek (kimse); saftaron, saftorik",,
saf dışı,"Dizi dışı olarak | İlgisiz, bağlantısız, işlemez",,
sağ,"Sağlam, esen | Yaşamakta olan",,
sağcı,Sağ görüşlü partilerin yandaşı olan (kimse),,
sağduyulu,Sağduyusu olan,,
sağımlık,Sağılmak için beslenen (hayvan),,
sağın,"Doğruluk kuralına uygun olan [felsefe] | Sözün anlatılmak istenene tam karşılık olması, tam uygun düşmesi niteliği, sahih",,
sağır,"İşitme ve konuşma sorunu yaşayan, iletişimi işaret dili ile kurabilen ve işiten kişilerle iletişim kurmakta zorlanan (kimse) | Ses geçirmeyen | Isıyı az veren, geç ısınan | Vurulduğu zaman gereği kadar ses vermeyen | İçi görülmeyen, donuk (cam)",,
sağır dilsiz,Hem duymayan hem de konuşamayan (kimse),,
sağlam,"Bozulmadan, değişmeden uzun süre varlığını koruyabilen, dayanıklı olan; bek (I), berk, muhkem | Zarar görmemiş, bozulmamış | Sakatlık veya hastalığı bulunmayan, sağlıklı, sıhhatli | Belgeye dayanan, doğru, doğruluğuna güvenilen; mevsuk | Gerçek, inanılır bir temeli olan | (sa'ğlam) Her hâlde, muhakkak",,
sağlamca,"Oldukça sağlam, sağlama yakın | (sağla'mca) Sağlam bir biçimde",,
sağlamcı,İşini sağlama bağlayan,,
sağlıklı,"Sağlık durumu iyi olan; sıhhatli | Sağlık kurallarına uygun olan; hijyenik | Sağlığı koruyan | Sağlam, doğru, güvenilir, gerçek",,
sağlıksal,Sağlıkla ilgili; hijyenik,,
sağlıksız,"Sağlık durumu iyi olmayan, sağlığı bozuk; sıhhatsiz | Sağlığa zararlı; gayrisıhhi | Sağlam, doğru, güvenilir olmayan",,
sağlı sollu,"Sağda ve solda olan | Sağda ve solda olarak, hem sağına hem soluna",,
sağ eğilimli,"Dünya görüşü sağcılığa, muhafazakârlığa yatkın olan",,
sahici,"Sahte olmayan, gerçek, yapma karşıtı",,
sahih,"Gerçek, doğru, sağın, hakiki",Arapça ṣaḥīh,
sahipli,"Bir kimsenin malı olan | Koruyucusu, gözeteni bulunan",,
sahipsiz,Kimsenin malı olmayan; iyesiz,,
sahte,"Bir şeyin aslına benzetilerek yapılan; çakma, düzme, düzmece | Gerçek olmayan, gerçeğe benzetilmiş; yalancı",Farsça sāḫte,
sahtekâr,"Sahte işler yapan; düzmeci, sahteci, yezit",Farsça sāḫtekār,
sair,"Başka, öteki, diğer",Arapça sāʾir,sa:ir
sak,Uykusu hafif,,
sakağılı,Sakağı hastalığı olan,,
sakalı,Saka hastalığına tutulmuş,,
sakalsız,Sakalı olmayan,,
sakametli,Sakameti bulunan,,
sakarinli,Sakarini olan,,
sakarinsiz,Sakarini olmayan | Sakarin olmaksızın,,
sakat,"Doğuştan veya sonradan herhangi bir nedenle bedensel, zihinsel, ruhsal, duyusal veya sosyal yeteneklerini çeşitli derecelerde kaybetmiş, toplumsal yaşama uyum sağlama ve günlük gereksinimlerini karşılama güçlükleri çeken (kimse); alil, muallel | Bozuk veya eksik; çürük",Arapça saḳaṭ,
sakıncalı,"Sakınmayı, çekinmeyi gerektiren; mahzurlu",,
sakıncasız,Sakınmayı gerektirmeyen; mahzursuz,,
sakınımlı,"İhtiyatlı, tedbirli",,
sakınımsız,"İhtiyatsız, tedbirsiz",,
sakıntılı,Sakıntısı olan,,
sakıntısız,Sakıntısı olmayan,,
sakızlı,"Sakızı olan, içinde sakız bulunan",,
sakim,"Bozuk, yanlış, eksik",Arapça saḳīm,saki:m
